expCode;probCode;1::time;1::Difficulty;1::Confidence;1::Answer;1::Description;1::Correct;2::time;2::Difficulty;2::Confidence;2::Answer;2::Description;2::Correct;3::time;3::Difficulty;3::Confidence;3::Answer;3::Description;3::Correct;4::time;4::Difficulty;4::Confidence;4::Answer;4::Beschreibung;4::Correct;5::time;5::Difficulty;5::Confidence;5::Answer;5::Description;5::Correct;6::time;6::Difficulty;6::Confidence;6::Answer;6::Description;6::Correct;7::time;7::Difficulty;7::Confidence;7::Answer;7::Description;7::Correct;8::time;8::Difficulty;8::Confidence;8::Answer;8::Beschreibung;8:.Correct;9::time;9::Difficulty;9::Confidence;9::Answer;9::Description;9::Correct;10::time;10::Difficulty;10::Confidence;10::Answer;10::Description;10::Correct;11::time;11::Difficulty;11::Confidence;11::Answer;11::Description;11::Correct;12::time;12::Difficulty;12::Confidence;12::Answer;12::Description;12::Correct;13::time;13::Difficulty;13::Confidence;13::Answer;13::Description;13::Correct;14::time;14::Difficulty;14::Motivation;14::Answer;14::Description;14::Correct;15::time;15::Difficulty;15::Confidence;15::Answer;15::Description;15::Correct;16::time;16::Difficulty;16::Confidence;16::Answer;16::Description;16::Correct;17::time;17::Difficulty;17::Confidence;17::Description;17::Beschreibung;17::Correct;18::time;18::Difficulty;18::Confidence;18::Answer;18::Description;18::Correct;19::time;19::Difficulty;19::Confidence;19::Answer;19::Description;19::Correct;20::time;20::Difficulty;20::Confidence;20::Answer;20::Description;20::Correct;21::time;21::Difficulty;21::Confidence;21::Answer;21::Description;21::Correct;22::time;22::Difficulty;22::Confidence;22::Answer;22::Description;22::Correct;23::time;23::Difficulty;23::Confidence;23::Answer;23::Description;23::Correct;;Summe::correct;(MaximalWert:46)
peTask;yrbhn;81,556;2;3;24;ZÃ?hlt einen counter herunter von 4 bis auf 2 in einer Schleife und multipliziert result damit und weist das ergebnis result zu.;1;87,801;2;3;1;Anzahl der Ã?quivalenzen zwischen Buchstaben in zwei WÃ¶rtern feststellen, wobei die Position der Buchstaben berÃ?cksichtigt wird.;2;176,01;1;2;3;Modulo;1;84,76;2;3;14, 5, 7;Array ausgeben;0;233,974;1;3;3;Einen Wert in einem Array finden.;1;89,94;2;3;10;Hinzuaddieren eines inkrementierten Wertes.;2;51,528;4;4;19;Suchen nach dem grÃ¶Ã?ten Wert in einem Array aus natÃ?rlichen Zahlen.;2;151,06;1;2;8;Das Programm addiert die Ergebnisse von number mod 10 solange zu result bis number mod 10 = null ist und gibt result aus.;2;97,352;3;4;WAHR;Testet ob 11 eine Primzahl ist.;2;48,098;4;4;10;Findet die grÃ¶Ã?te von drei Zahlen heraus und gibt sie aus.;2;66,238;3;3;8;Sie implementiert die Potenzfunktion. Das Ergebnis ist hier num1^num2;2;61,033;2;3;WAHR;Schaut ob das Umkehrbar ist(leider habe ich das Fachwort fÃ?r solch ein Wort nicht zur Hand.);2;62,382;4;4;42;Das Programm vertauscht die Inhalte von SpeicherplÃ?tzen und gibt den Inhalt von var2 aus.;2;52,616;3;4;olleH;Umdrehen des Wortes und Ausgabe des Ergebnisses.;2;441,074;0;0;komme nicht darauf;keine ahnung;0;20,678;4;4;6;Den Durchschnitt aus zwei Zahlen berechnen(nicht Mengentheorethisch gemeint) und ausgeben;2;110,068;3;3;"Substring is contained: Java
Substring is not contained: Pascal";Suchen nach einem Substring und bei Fund Ausgabe, dass er im String ist. Wenn er nicht im String ist, Ausgabe, dass er nicht enthalten ist.;2;157,672;2;3;70;Sucht nach dem kleinsten gemeinsamen Vielfachen.;2;153,279;1;3;25 Here Are A Bunch Of Words;"1. Gibt die LÃ?nge des Strings zum StringBuilder
2. Splittet die WÃ¶rter und speichert das Ergebnis in words
3. Geht die WÃ¶rter durch, fÃ?gt jeweils ein Leerzeichen an, macht den jeweils ersten Buchstaben groÃ?
4. Gibt den StringBuilder aus.";2;68,522;3;4;100;gibt die BinÃ?rsystemdarstellung von int i aus.;2;76,253;3;4;1,6,4;Gibt das array aus.;0;80,26;2;2;9;Errechnet den Durchschnitt aus den zwei mittleren Zahlen des Arrays(Habe davor falsch geantwortet, das Ergebnis ist 4,5);2;48,069;4;4;2, 6, 22, 14, 8;Verdoppelt jeden arraywert und gibt das Array aus.;2;;37;
peTask;adrac;53,406;4;4;24;Die Methode berechnet die Fakultät der Zahl 4, also der Variablen x;2;64,272;4;4;1;"Die Methode stellt zuerst fest, welcher der beiden Strings der kürzere ist, dieser Wert wird der Variablen length zugewiesen.
anschließend wird über die ersten Buchstaben (length-viele) der beiden Strings iteriert und die Variable counter um 1 inkrementiert,
wenn beide Strings an der aktuellen Position den selben Buchstaben haben.";2;89,575;4;4;3;Sie berechnet den ggT der beiden Zahlen in number1 und number2;2;103,54;4;4;"5
7
14";"Die Methode stellt eine Implementierung von BubbleSort dar,
allerdings wird hierbei nur ein Durchlauf ausgeführt
-> das größte Element steht sicher ganz hinten";2;255,239;3;1;2;sie ermittelt in dem geordneten array die position des wertes von key;2;42,275;4;4;10;Berechnet die Summe der Zahlen von 1 bis n;2;58,733;4;4;19;ermittelt die größte zahl im array;2;194,846;2;0;terminiert nicht;terminiert nicht;0;56,667;4;4;WAHR;einfach implementierter, aber sehr ineffizienter primzahlcheck;2;54,645;4;4;10;gibt die größte der drei zahlen mithilfe einer fallunterscheidung zurück;2;53,189;4;4;8;"num1 beschreibt die basis, num2 den exponenten
-> berechnet also das exponentialprodukt";2;55,346;4;4;WAHR;"die methode prüft ob es sich bei einem wort um ein ...lack_of_special_term...
 prüft ob ein Wort symmetrisch ist, also von vorne und von hinten gelesen das selbe ist";2;29,713;4;4;42;verstauscht die inhalt der variablen var1 und var2;2;31,224;4;4;olleH;invertiert den string aus der variablen word;2;511,33;0;0; 67 x x x;"addiert die zahlen der beiden zweidimensionalen arrays
--> brain-dead";0;23,901;4;4;6;"berechnet den durchschnitt der beiden zahlen a und b
--> achtung: ganzzahlige division!!";2;69,411;4;4;"Substring is contained: Java
Substring is not contained: Pascal";Ermittelt, ob eine bestimmter key in einem text enthalten ist;2;113,797;3;3;Error;ermittelt ob die größere der beiden zahlen number1 und number2 durch die andere teilbar ist;0;221,958;3;2;Here Are A Buch Of Words;"trennt den gegebenen string an jedem leerzeichen und fügt die teilstrings in ein string array
schreibt die ergebnisse dann mit dem stringbuiölder wieder zusammen, macht den ersten buchstaben jeweils groß und fügt (nur) zwischen den wörtern leerzeichen ein";2;69,857;4;2;100;ermittelt die binäre repräsentation der zahl 4;2;65,85;2;1;"6
1
4";vertauscht benachbarte werte im array;0;80,895;4;3;4,5;"hat das array eine ungerade anzahl von elementen wird das mittlere ausgegeben
hat es eine gerade anzahl, wir der durchschnitt der beiden mittleren ausgegeben";2;41,164;4;4;"2
6
22
14
8";verdoppelt die werte des arrays;2;;38;
peTask;aisae;63,906;4;4;24;Es rechnet von die Fakultät von 4 aus.;2;91,766;3;3;1;Überprüft wie viele Buchstaben zwei Strings an der selben Stelle gemeinsam haben;2;132,798;3;3;3;Berechnet 12 modulo 9;1;226,19;3;3;"5
7
14";Sortiert ein int array der Größe nach und gibt ihn dann aus.;2;206,985;3;3;2;Sucht in einem array ob der Wert von key vorhanden ist und gibt die gesuchte Stelle im Array aus;2;88,049;3;3;10;Gibt die Summe von 0 bis 4 aus;2;109,203;3;3;19;Gibt die größte Zahl im array aus;2;157,149;3;3;8;Gibt die Addition von modulo 323, modulo 323/10 und modulo 323/100 wieder.;2;94,26;3;3;WAHR;Gibt an ob 11 eine Primzahl ist.;2;45,772;4;4;10;Gibt die größte der drei Zahlen aus;2;39,879;3;3;8;Brechnet 2 hoch 3;2;108,934;3;3;WAHR;Gibt an ob ein String symmetrisch ist.;2;29,659;4;4;42;Vertauscht die Werte der zwei Variablen;2;45,08;4;3;olleH;Gibt den String rückwärts aus;2;270,33;1;0;Error;;0;31,385;4;4;6;Durchschnitt von zwei Zahlen;2;97,822;;;;;0;116,861;2;2;70;Gibt die Kleinsten gemeinsamen Zahl an die zwei zahlen teilt.;2;118,269;0;0;;;0;88,326;3;2;100;;1;112,471;2;2;"4 
6
4";Gibt der ersten Stelle im array den selben Wert wie den letzten;0;77,081;2;3;4,5;Berechnet den Durchschnitt im Array;2;44,512;3;3;Verdoppelt alle Werte im array und gibt sie dann aus;"Verdoppelt alle Wert im array und gibt diese aus:
2
6
22
14
8";2;;36;
peTask;alnhh;77,075;4;4;24;4! berechnen (4*3*2*1 = 24).;2;106,672;4;4;1;Bestimmen, wie viele Zeichen zweier Strings übereinstimmen.;2;158,053;4;3;3;Berechnung des größten gemeinsamen Teilers.;2;113,632;4;4;"5
7
14";Aufsteigende Sortierung eines int-Arrays.;2;248,864;3;4;3;Suche nach einem Element in einem geordneten Array.;1;99,939;4;4;10;Summe der Zahlen von 1 bis 4.;2;72,451;4;4;19;Suchen des größten Elements eines Arrays.;2;55,939;4;4;8;Berechnung der Quersumme einer Zahl.;2;51,201;4;4;WAHR;Prüfen, ob eine Zahl prim ist.;2;63,256;4;4;10;Die größte von drei Zahlen bestimmen.;2;72,246;4;4;8;Potenz von zwei Zahlen berechnen (num1^num2).;2;82,028;4;4;WAHR;Prüfen, ob ein String symmetrisch ist.;2;40,937;4;4;42;Vertauschen von zwei Zahlen und Ausgabe der ersten.;2;108,866;3;2;olleH;Invertieren eines Strings.;2;703,349;0;0;"60 72 84
50 72 84";Multiplikation zweier Matrizen.;1;24,057;4;4;6;Mittelwert zweier Zahlen berechnen.;2;84,891;4;4;"Substring is contained: Java
Substring is not contained: Pascal";Prüfen, ob einer von zwei Substrings in einem String enthalten ist.;2;195,779;4;4;70;Berechnung des kleinsten gemeinsamen Vielfachen zweier Zahlen.;2;141,026;3;3;Here Are A Bunch Of Words;Umwandlung aller Wortanfänge eines Strings zu Großbuchstaben.;2;145,811;4;4;100;Umwandlung einer Dezimalzahl in eine Binärzahl.;2;128,896;3;3;"4
6
1";Invertieren eines Arrays.;2;157,093;3;3;4,5;Ausgabe des mittleren Wertes eines Arrays.;2;57,853;4;4;"2
6
22
14
8";Verdopplung aller Einträge eines Arrays.;2;;44;
peTask;alroa;42,007;3;3;24;FakultÃ?t von 4 berechnen;2;58,355;3;3;1;In wievielen Stellen die beiden Strings Ã?bereinstimmen;2;95,547;2;3;3;grÃ¶Ã?ter gemeinsamer Teiler;2;130,61;2;3;"5
7
14";Bubblesort-Sortierung, aufsteigend;2;75,537;3;3;2;BinÃ?re Suche;2;23,825;4;3;10;Summe von 1 bis n (n = 4);2;21,963;3;3;19;Maximales Element eines Arrays berechnen;2;25,106;3;3;8;Quersumme einer Zahl berechnen;2;19,376;4;3;WAHR;Testet, ob eine gegebene Zahl eine Primzahl ist;2;23,12;3;3;10;Maximum dreier Variablen berechnen;2;36,371;3;3;4;num1 in die (num2 - 1)te Potenz erheben;1;11,813;4;3;WAHR;Testet, ob das Eingabewort ein Palindrom ist;2;18,637;4;4;42;Vertauscht zwei Variablen;2;23,546;3;3;olleH;Einen String umdrehen;2;339,968;1;2;67 69 73 88;Matrixmultiplikation;1;16,394;3;3;6;Abgerundetes arithmetisches Mittel zweier Zahlen berechnen;2;45,379;3;3;"Substring is contained: Java
Substring is not contained: Pascal";Gibt an, ob zwei Teilstrings in einem gemeinsamen String enthalten sind;2;180,493;2;3;70;kleinstes gemeinsames Vielfaches zweier Zahlen berechnen;2;172,294;2;2;Here Are A Bunch Of Words;;1;40,329;3;4;100;Dezimalzahl in BinÃ?rstring umwandeln;2;51,815;3;2;"4
6
1";Spiegelt ein Array in der Mitte;2;161,232;2;1;4,5;Median eines Arrays berechnen;2;38,368;3;3;2 6 22 14 8;Verdoppelt jede in einem Array enthaltene Zahl;2;;43;
peTask;anzls;36,49;4;4;24;Berechnet 4!;2;83,499;3;4;1;ZÃ?hlt wie viele Stellen der WÃ¶rter Ã?bereinstimmen;2;132,889;3;4;3;Berechnet den ggT;2;87,686;4;4;{5, 7, 14};BubbleSort;2;253,574;2;2;5;Gib Key zurÃ?ck wenn key im array enthalten ist;1;19,938;4;4;10;Addiert alle Zahlen von 0 bis 4;2;45,316;4;4;19;Gib das Maximum der Elemente an;2;42,138;4;4;8;Berechnet die Quersumme;2;36,888;4;4;WAHR;Ã?berprÃ?ft ob number prim ist;2;47,355;4;4;10;Gib die grÃ¶Ã?te Zahl aus, falls sie nur einmal vorkommt;2;67,271;4;4;12;num1 mal num2!;0;40,92;4;4;WAHR;Ã?berprÃ?ft ob word ein Palindrom ist;2;27,868;4;4;42;Vertauscht den Inhalt von var1 und var2;2;42,381;4;4;olleH;Verdreht vord;2;387,732;1;2;{{67, 49}, {73, 81}};Matrixmultiplikation;1;18,172;4;4;6;Mittelwert von a und b (abgerundet;2;82,873;4;4;"Substring is contained: Java
Substring is not contained: Pascal";;1;88,221;4;4;70;Bestimmt das kgV;2;174,716;3;4;Here Are A Bunch Of Words;Macht den ersten Buchstaben jedes Wortes groÃ?;2;38,311;4;4;2;Berechnet den Logarithmus zur Basis 2;0;43,834;4;4;{4, 6, 1};Verdreht das Array;2;77,994;4;4;5;Gibt den Median zurÃ?ck;2;41,846;4;4;{2, 6, 22, 14, 8};Verdoppelt den Wert der Elemente des Arrays;2;;39;
peTask;aoset;47,273;3;3;24;4 FakultÃ?t berechnen und ausgeben;2;83,079;2;3;1;Bestimmt Anzahl gleicher Buchstaben an jeweils gleicher Position zweier Worte;2;189,336;1;0;1;grÃ¶Ã?ter gemeinsammer Teiler;2;120,511;2;3;"5
7
14";Array mit Abwandlung von Bubblesort sortieren;2;90,903;3;4;2;Suche des Key 5 in einem sortierten Array  und RÃ?ckgabe der Position im Array;2;35,908;4;4;10;Summe der natÃ?rlichen Zahlen von 1 bis n=4 berechnen und ausgeben.;2;82,041;3;4;19;Berechnet Maximums eines Arrays und gibt es aus.;2;27,764;4;4;8;Berechnet Quersumme  von 323 und gibt sie aus.;2;31,918;4;4;WAHR;testet ob number=11 prim ist.;2;40,9;4;4;10;Bestimtm das max aus 5, 3 und 10!;2;31,591;4;4;8;Berechnet die num2=3. Potenz von num1=2 bzw;2;37,889;4;4;WAHR;Testest ob otto ein Palindrom ist und gibt true oder false aus;2;27,975;4;4;42;vertauscht die beiden Variablen und gibt dann var1 aus;2;26,232;4;4;olleH;"Spiegelt den String ""Hello"" und gibt die Spiegelung dann aus";2;384,788;0;0;" 37 69 75 81
";Berechnet Produkt zweier Matritzen;1;18,37;4;4;6;Berechnet den Mittelwert von 8 und 4 und gibt ihne aus.;2;76,126;3;4;"Substring is contained: Java
Substring is contained: Pascal";;1;105,064;3;4;70;Berechnet kgv;2;320,846;1;0;Here Are A Bunch Of Words;Macht jeden ersten Buchstaben eines Wortes groÃ?;2;59,852;4;4;100;Rechnet dezimal in binÃ?r um;2;49,362;4;4;"4
6
1";Spiegelt das Array;2;66,953;3;3;9;FÃ?r Geradzahige Elemente im Array gibt es das mittlere zrucÃ?k fÃ?r ungradzahlige die Summe der mittleren beiden;1;43,1;4;4;"2
6
22
14
8";Verdopplet jedes Element;2;;43;
peTask;armae;26,76;4;4;"24
";berechnet die Fakultät einer Zahl x;2;62,854;3;4;"1
";Überprüft in wievielen Zeichen an der gleichen Stelle zwei Strings übereinstimmmen;2;108,103;2;3;"3
0";Abstiegsfunktion;0;110,38;2;3;"5
7
14";sortiert ein Array aufsteigend nach der Größe;2;187,151;2;3;"2
";Sucht Key in sortierter Liste;2;55,959;3;4;"10
";Summer aller Zahlen bis n;2;68,724;3;4;"19
";Sucht maximum in Array;2;54,001;4;4;"8
";einfache Quersumme einer Zahl (Summe der Ziffern);2;43,368;3;4;"true
";prüft ob Zahl Primzahl ist / keine Teiler außer 1 und 0 hat;2;37,384;4;4;"10
";Bestimmt Maximum dreier Zahlen (nur wenn wirklich größer und nicht gleich);2;46,819;3;4;"8
";Hochzahl berechnen;2;46,808;3;4;"true
";Prüft ob String von links nach rechts gelsen das gleich wie anderesrum ist;2;43,972;4;4;"42
";vertauscht den Wert zweier Variablen;2;52,818;4;4;"olleH
";Dreht die Reihnfolge eines Strings um;2;380,989;1;2; 67 62 73 81;Matrixenmultiplikation;1;14,69;4;4;6;Mittelwert zweier Zahlen berechnen;2;119,52;3;2;"Substring is contained: Java
Substring is not contained: Pascal
";Prüft vorkommen von Strings in Strings;2;141,612;2;4;"70
";Bestimmt kleinstens gemeinsammes Vielfaches;2;261,583;2;0;25H S;?;0;103,059;3;4;"100
";Berechnet Binärzahl einer Dezimalzahl;2;97,393;3;4;"4
6
1";Dreht Reihnfolge in Array um;2;84,288;3;3;"4,5
";bestimmt mittleren Wert einer sortierten Liste;2;27,371;4;4;"2
6
22
14
8";Multipliziert Inhalt eines Arrays;2;;41;
peTask;arpoa;27,303;4;4;24;Das Programm berechnet das Ergebnis von 4! (Fakultät);2;72,859;4;4;1;Berechnet an wie vielen Stellen die Buchstaben von 2 Strings übereinstimmen;2;81,863;3;4;3;Berechnet den größten gemeinsamen Teiler zweier Zahlen.;2;111,02;3;3;1475;Ordnet ein Array der Größe nach absteigend;2;343,175;1;3;5;Prüft, an welcher Stelle im Array eine bestimmte Zahl (key) steht.;2;45,133;4;4;10;Summiert die Zahlen von 0 bis 4 auf.;2;50,132;4;4;19;Gibt die größte Zahl aus einem Array aus.;2;76,512;3;3;5;Summiert alle Stellen einer Zahl bis auf die erste auf;1;82,074;3;4;WAHR;Überprüft, ob eine Zahl eine Primzahl ist;2;37,155;4;4;10;Gibt die größte von 3 Zahlen aus.;2;49,966;4;4;8;Bildet die Potenz von einer Zahl mit einer anderen;2;36,473;4;4;WAHR;Prüft, ob ein Wort ein Palindrom ist;2;16,288;4;4;42;Vertauscht 2 Zahlen;2;25,451;4;4;olleH;Dreht ein Wort um;2;552,756;2;1;67 81 ;Bildet die Matrixmultiplikation 2 Matrizen;1;25,702;4;4;6;Bildet den Mittelwert zweier Zahlen;2;84,445;4;4;"Substring is contained: Java
Substring is not contained: Pascal";Prüft, ob bestimmte Strings in einem anderen Strin vorkommen;2;192,682;3;2;70;Bestimmt das kleinste gemeinsame Vielfache zweier Zahlen;2;107,522;3;3;Here Are A Bunch Of Words;Ändert jeden ersten Buchstaben eines Wortes in einem String in einen Großbuchstaben;2;166,389;4;4;100;Rechnet eine Zahl in die Binärdarstellung um;2;86,217;3;3;461;Spiegelt ein Array in seiner Mitte;2;87,11;3;4;4;Gibt entweder die Zahl  in der Mitte eines Arrays aus, oder addiert die beiden mittleren Zahlen und gibt sie dann aus, falls das Array eine gerade Länge hat.;1;51,676;4;4;1622148;Verdoppelt jede Zahl im Array;2;;43;
peTask;ASCEL;94,955;3;4;24;Berechnung der Fakultät einer Zahl;2;51,559;4;4;1;"Vergleicht zwei Strings, wie viele Buchstaben an der jeweiligen Stelle gleich sind
gibt das Ergebnis zurück";2;71,992;2;1;3;"Berechnet den Rest, wenn man eine zahl durch eine andere teilt;
teilt diese Zahl dann wieder durch den Rest";1;151,85;3;4;"5
7
14";Sortiert ein Array aufsteigend;2;228,502;1;3;2;Bestimmt die Position, an der sich ein gesuchter Wert in einem Array befindet;2;25,167;3;3;10;Addiert von 1 bis zu einem vorgegebenen Wert alle natürlichen Zahlen;2;29,414;4;4;19;Berechnet die größte Zahl eines Arrays;2;88,009;3;3;8;"teilt eine gegebene Zahl immer wieder durch 10 und speichert den jeweils auftretenden Rest
addiert die jeweiligen Reste";1;40,172;4;4;FALSCH;überprüft, ob eine Zahl eine Primzahl ist;2;20,833;4;4;10;Gibt die größte Zahl zurück;2;69,339;3;4;8;berechnet eine zahl hoch die andere zahl;2;29,987;4;4;WAHR;Überprüfung auf Palindrom;2;23,076;4;4;42;Führt einen Swap (Vertauschung des Inhalts zweier Variablen) durch;2;27,936;4;4;olleH;Gibt das Wort in umgekehrter Reihenfolge der Buchstaben zurück;2;493,789;1;1;"67 69 
73 81";führt eine matrixmultiplikation durch;2;12,399;4;4;6;Berechnet den Durchschnitt zweier Zahlen;2;52,424;4;4;"Substring is contained: Java
Substring is not contained: Pascal";Überprüft, ob Wörter in einem String enthalten sind oder nicht;2;80,944;1;0;70;Berechnet das kleinste gemeinsame Vielfache zweier Zahlen;2;114,161;0;0;hereH areA aA bunchB ofO wordsW;;0;77,472;3;1;100;Berechnet die Binärdarstellung einer Zahl;2;78,104;1;2;4 6 1;Spiegelung eines Arrays;2;61,202;1;1;4,5;"Sortiert ein Array
Berechnet den Durchschnitt der beiden mittleren Werte";2;27,16;4;4;"2
6
22
14
8";Verdoppelt jede Zahl eines int-Arrays;2;;42;
peTask;ihlec;41,999;3;4;12;"Sie berechnet die FakultÃ?t von 4.
(Korrektur zum Ergebnis: Die Ausgabe ist natÃ?rlich 24)";2;72,584;3;4;1;Sie vergleicht parallel die Buchstaben zweier WÃ¶rter und gibt die Anzahl der Ã?bereinstimmungen aus;2;57,143;2;3;3;Sie berechnet den GGT zweier Zahlen;2;94,226;3;4;{5,7,14};Sortieren eines Arrays;2;103,644;3;4;2;Gibt den Arrayindex einer gewÃ?nschten Zahl aus;2;28,661;4;4;10;Aufsummierung von Zahlen von 0 bis n;2;21,154;4;4;19;Maximalen Wert eines Arrays berechnen;2;39,688;4;4;8;Quersummenberechnung einer Zahl;2;16,706;4;4;WAHR;Ã?berprÃ?fung, ob eine Zahl eine Primzahl ist;2;18,203;4;4;10;Maximum von drei Zahlen berechnen;2;15,587;3;3;8;Potenziert zwei Zahlen miteinander;2;13,867;4;4;WAHR;Ã?berprÃ?ft, ob ein Wort ein Palindrom ist;2;32,803;4;4;42;Swap zweier Variablen;2;34,051;4;4;olleH;Umkehren eines Wortes;2;569,597;1;2;67 69 73 79;Matrixmultiplikation;1;8,755;4;4;6;Mittelwert zweier Zahlen  berechnen;2;59,561;2;2;"Substring ist contained: Java
Substring is not contained: Pascal";Patternmatching in einem Text;2;134,881;2;3;70;kleinstes gemeinsames Vielfaches zweier Zahlen berechnen;2;287,164;1;2;Here Are A Bunch Of Words;"Macht in einem String den Anfangsbuchstaben jedes Wortes
zu einem GroÃ?buchstaben";2;102,146;4;4;100;Dezimalzahl in BinÃ?rzahl umrechnen;2;63,226;3;3;4 6 1;Spiegelt ein Array;2;98,858;2;2;4,5;Gibt den mittleren Wert in einem Array an;2;32,315;4;4;"2
6
22
14
8";Verdoppelt jeden Wert eines Arrays;2;;45;
peTask;nrseh;42,292;4;4;24;FakultÃ?tsfunktion oder gibt bei eingabe <=1 1 aus;2;94,024;4;4;1;gibt aus wie viele chars an den jeweiligen stellen gleich sind;2;181,193;2;4;3;GrÃ¶Ã?ter gemeinsamer teiler;2;116,546;3;4;5, 7, 14;Bubblesort;2;270,488;2;3;2;sucht position von Zahl in array;2;79,893;2;3;10;Summenzeichen;2;25,051;;4;19;sucht grÃ¶Ã?te zahl in array;2;87,138;4;4;8;Quersumme;2;57,237;4;4;FALSCH;checkt ob zahl keine primzahl ist;2;29,575;4;4;10;gibt grÃ¶Ã?te dreier zahlen aus;2;76,035;3;3;8;num1 ^ (num2 - 1);1;52,131;4;4;WAHR;checkt ob wort anagramm ist;2;35,559;4;4;42;vertauscht zwei zahlen und gibt danach erste aus;2;35,066;4;4;olleH;gibt Wort rÃ?ckwÃ?rts aus;2;444,393;2;2; 67 69 73 81;Kreuzprodukt;1;19,948;4;4;6;Durchschnitt zweier Zahlen;2;137,8;2;2;Substring is contained: Java;check if a string is a substring;1;122,32;3;3;70;grÃ¶Ã?ter gemeinsamer Nenner;2;98,951;4;4; Here Are A Bunch Of Words;vergrÃ¶Ã?ert anfangsbuchstaben;2;79,202;4;4;100;binÃ?darstellung einer zahl;2;172,729;2;2;"4
6
1";dreht array um;2;96,249;4;4;4,5;durchschnitt von array;2;25,969;4;4;"1
6
22
14
8";verdoppelt zahlen in array;2;;43;
peTask;oszui;94,042;3;3;24;Berechnet die Fakultät einer Zahl;2;105,64;3;3;1;Sie zählt die Anzahl der übereinstimmenden Buchstaben in zwei Wörtern an den jeweiligen Stellen.;2;210,565;2;2;3;Moduloberechnung;1;140,285;3;3;"5
7
14";aufteigende Sortierung des Arrays mittels Bubblesort;2;298,516;2;0;5;Position eines bestimmten Elements im Array suchen;1;51,069;3;3;10;Zahlen von 1 bis n aufsummieren;2;54,284;4;4;19;Größtes Element in einem Array suchen;2;81,005;3;3;8;Quersumme berechnen;2;47,364;3;3;WAHR;Primzahltest;2;49,641;3;3;10;gibt die größte von drei Zahlen aus;2;78,362;3;3;8;Potenz wird berechnet;2;39,093;3;3;WAHR;Palindromtest;2;43,395;3;3;42;Swap;2;70,39;3;3;"""olleH""";Umdrehen eines Strings;2;360,19;1;1;Exception;;0;40,063;3;3;6;abgerundete Durchschnitt;2;144,598;2;2;"""Substring is contained: ""Java
""Substring is not contained: ""Pascal";Suche von Substrings;2;170,056;2;2;70;kleinste gemeinsame Vielfache;2;139,377;2;2;Here Are A Bunch Of Words;setzt die Anfangsbuchstaben groß;2;124,328;2;2;10;kodiert eine Zahl binär;1;77,916;2;2;"1
4
6";Vertauscht die letzten beiden Zahlen im Array;0;56,365;1;1;4;Durchschnitt der beiden mittleren Zahlen im Array abgerundet;2;39,26;3;3;"1
6
22
14
8";Multiplikation der Arrayelemente mit 2;2;;39;
peTask;reooe;54,191;3;4;24;Berechnung der Fakultät;2;92,528;2;4;1;;1;90,034;2;4;3;ggT;2;172,3;2;2;"5, 7, 14
";Bubblesort;2;156,828;2;3;2;"Such einer Zahl in einem Array. 
Ausgabe an welcher Stelle dieser zu finden ist.";2;46,479;3;4;"10
";Aufaddieren der ersten n Zahlen, angefangen bei der 1.;2;21,913;3;4;19;Finden des größten Elementes in einem Array;2;82,734;3;0;5;Quersumme;2;26,478;4;4;"true
";Bestimmen ob eine Zahl eine Primzahl ist.;2;34,711;4;4;10;Ausgabe der größten Zahl;2;55,689;3;4;8;Potenzberechung;2;28,664;3;3;WAHR;Auffinden eines Palindroms;2;23,668;4;4;42;Vertauschen zweier Zahlen;2;25,708;4;4;olleH;Umkehrung eines Strings;2;310,504;1;2;67 73 62 81;Matrixmultiplikation;1;16,806;4;4;6;Berechung des Mittelwertes;2;134,993;2;3;"SubSubstring is contained: Java
Substring is not contained: Pascal";Test, ob Strings in einem anderen String enthalten ist.;2;129,519;3;4;70;"Such nach der kleinsten Uahl, die beide gegebenen Zahlen enthält.
Kleinster gemeinsamer Nenner.";2;124,531;2;2;Here Are A Bunch Of Words;Verpasst jedem Wort in dem String am Anfang einen Großbuchstaben;2;86,301;2;4;1;Umrechnung vom Dezimal- in Binärsystem;1;106,294;2;3;4 6 1;Umdrehen der Reihenfolge in einem int-Array.;2;88,467;2;3;4,5;Berechnet den Mittelwert eines gegebenen Zahlenarrays;2;97,851;2;3;2 6 22 14 8;Verdoppelt eine gegebene Zahlenmenge;2;;43;
